,Unique_Reference_Number,Newspaper,Date,Event_Date,Country,State/Province,City,Organization_Hosting,Event_Location,Persons,Price_Event,Revenue,Attendance,Contains_BOF,Aditional_Comments,Archive,Unnamed: 0,'File' Attachments,Notes,Place Published,Location,Record Number,Reference Type,Short Title,Title,Year,Reference Type.1,Edition,Issue,Reporter,County,Event Date
15,R_45,The Prince Rupert Optimist,1910-06-07,,Canada,British Columbia,Prince Rupert,Mary Dawson,,Mary Dawson,"Each dish comes with a price: 5 cents, 5 cents, 1 cent, 15 cents, 2 cents, 5 cents, 3 cents, 2 cents, 5 cents, 3 cents, 2 cents, 1 cent, 2 cents",,,y,,British Columbia Historical Newspapers,,,,,"Prince Rupert, British Columbia, Canada",,,,,,,,,,,
332,,Perth Amboy evening news,1910-06-08,,,,,,,,,,,,,Chronicling America,332.0,"internal-pdf://1369602724/Perth Amboy evening news, June 08, 1910.pdf",,,"Metuchen, New Jersey",6317.0, Newspaper Article,Ladies of the Baptist church,Ladies of the Baptist church,9-Jun-10,,,,,,
331,,Perth Amboy evening news,1910-06-08,,,,,,,,,,,,,Chronicling America,331.0,"internal-pdf://2009726310/Perth Amboy evening news, June 08, 1910.pdf","Same event is referenced in the issues from June 2, May 31, June 09, and June 11; This newspaper contains a reference to another CS event as well",Lecture room of the church,"Woodbridge, New Jersey",6316.0, Newspaper Article,Builders of the M.E. church and Mrs. H. Turner,Builders of the M.E. church and Mrs. H. Turner,9-Jun-10,,,,,,
40,,The Lake County Times,1910-08-04,,,,,,,,,,,,,Chronicling America,40.0,"internal-pdf://4022819570/The Lake County Times, August 04, 1910.pdf",,,"Hammond, Indiana",6492.0, Newspaper Article,,,,,,,,,
158,,The Harlowton news,1910-08-05,,,,,,,,,,,,,Chronicling America,158.0,"internal-pdf://2803342344/The Harlowton news, August 05, 1910.pdf",Contains eBOF; same event is referenced in the issue from August 19,M.E. church,"Harlowton, Montana",6299.0, Newspaper Article,Ladies Mission Circle of Harlowton,Ladies Mission Circle of Harlowton,12-Aug-10,,,,,,
37,,The bee,1910-09-16,,,,,,,,,,,,,Chronicling America,37.0,"internal-pdf://3289099765/The bee, September 16, 1910.pdf",,Colored Skating Rink,"Earlington, Kentucky",6203.0, Newspaper Article,C.M.E. Church,C.M.E. Church,17-Sep-10,,,,,,
235,,Arizona republican,1910-09-17,,,,,,,,,,,,,Chronicling America,235.0,"internal-pdf://0719885379/Arizona republican, September 17, 1910.pdf",Same event is referenced in the issue from September 18,Alma district,"Mesa, Arizona",6444.0, Newspaper Article,,,16-Sep-10,,,,,,
245,,The Barre daily times,1910-09-21,,,,,,,,,,,,,Chronicling America,245.0,"internal-pdf://0502278611/The Barre daily times, September 21, 1910.pdf",Same event is referenced in the issue from September 22,Opera house hall,"East Barre, Vermont",6785.0, Newspaper Article,Ladies’ Auxiliary of the Congregational church AND Mrs. H.B. Partridge,Ladies’ Auxiliary of the Congregational church AND Mrs. H.B. Partridge,27-Sep-10,,,,,,
32,R_91,Altamont Enterprise,1910-09-23,1-Oct-10,U.S.,NY,Knox,The ladies of the church,M.E. church hall,,,,,n,,,,,,,"Knox, NY, U.S.",,,,,,,,,,,
40,R_99,Cazenovia Republican,1910-10-06,29-Sep-10,U.S.,NY,Erieville,The Baptist Society,,,,11$ USD,,n,,,,,,,"Erieville, NY, U.S.",,,,,,,,,,,
31,R_90,Altamont Enterprise,1910-10-07,,U.S.,NY,Knox,,,,,21.45$ USD,,n,,,,,,,"Knox, NY, U.S.",,,,,,,,,,,
270,R_329,The Ogdensburg Journal,1910-10-11,21-Oct-10,U.S.,NY,Madrid,Madrid Grange No. 962,,,,,,n,,,,,,,"Madrid, NY, U.S.",,,,,,,,,,,
272,,Norwich bulletin,1910-10-20,,,,,,,,,,,,,Chronicling America,272.0,"internal-pdf://0945117271/Norwich bulletin, October 20, 1910.pdf","Contains eBOF; Despite the proximity to the Oct. 22 issue CS, they appear to be different events",Vestry of the Trinity Methodist church,"Norwich, Connecticut",6023.0, Newspaper Article,Ladies of the Methodist church,Ladies of the Methodist church,19-Oct-10,,,,,,
273,,Norwich bulletin,1910-10-22,,,,,,,,,,,,,Chronicling America,273.0,"internal-pdf://2639189047/Norwich bulletin, October 22, 1910.pdf","Despite proximity to the CS referenced on the issue from Oct. 20, they appear to be different events",Church parlors,"Norwich, Connecticut",6024.0, Newspaper Article,Sunday school of First Baptist church,Sunday school of First Baptist church,21-Oct-10,,,,,,
271,R_330,The Ogdensburg Journal,1910-10-25,21-Oct-10,U.S.,NY,Madrid,Madrid Grange No. 962,,Worthy Master Fulington; Mrs. B. Hesselgrave; Mrs. H. E. Partch,,,~30,n,References the same event as R_329,,,,,,"Madrid, NY, U.S.",,,,,,,,,,,
139,R_198,St. Lawrence Republican and Ogdensburgh Weekly Journal,1910-10-26,24-Oct-10,U.S.,NY,Madrin Grange,The Lecturer,,Worthy Master Fulton; Mrs. B. Hesselgrave; Mrs. H.E. Partch,,,30,n,,,,,,,"Madrin Grange, NY, U.S.",,,,,,,,,,,
145,R_204,The Brockport Republic,1910-11-10,11-Nov-10,U.S.,NY,Adams Basin,I.A. Brice,M.P. Church,I.A. Brice,,,,n,,,,,,,"Adams Basin, NY, U.S.",,,,,,,,,,,
296,R_355,The Wyoming County Herald,1910-11-25,"~November 24, 1910",U.S.,NY,Java,,,,,,90,n,,,,,,,"Java, NY, U.S.",,,,,,,,,,,
27,,The Lake County times,1910-12-03,,,,,,,,,,,,,Chronicling America,27.0,"internal-pdf://1734575189/The Lake County times, December 03, 1910.pdf",,"Residence of J.H. Ross, 4426 Magoun avenue","Hammond, Indiana",6533.0, Newspaper Article,Epworth league,Epworth league,8-Dec-10,,,,,,
35,,The Point Pleasant register,1910-12-07,,,,,,,,,,,,,Chronicling America,35.0,"internal-pdf://4059243591/The Point Pleasant register, December 07, 1910.pdf",,Wheeler building at Milton,"Point Pleasant, West Virginia",6827.0, Newspaper Article,"Aid society of the M.E. church south, assisted by the choir and Epworth league","Aid society of the M.E. church south, assisted by the choir and Epworth league",17-Dec-10,,,,,,
203,,The Cairo bulletin,1910-12-08,,,,,,,,,,,,,Chronicling America,203.0,"internal-pdf://0628175002/The Cairo bulletin, December 08, 1910.pdf",,Residence of Mr. and Mrs. _ F. Gilbert,"Cairo, Illinois",6531.0, Newspaper Article,Church of the Endeavor(?),Church of the Endeavor(?),22-Nov-10,,,,,,
370,,The Richmond palladium and sun-telegram,1911-01-12,,,,,,,,,,,,,Chronicling America,370.0,"internal-pdf://2044897755/The Richmond palladium and sun-telegram, Janua.pdf",,Residence of Mr. and Mrs. Charles Davis (northwest of town),"Cambridge City, Indiana",6189.0, Newspaper Article,Mr. and Mrs. Charles Davis,Mr. and Mrs. Charles Davis,9-Jan-11,,,,,,
7,R_10,Sherbrooke Daily Record,1911-02-04,31-Jan-11,Canada,Quebec,Stanbridge East,Willing Workers,,Mrs. E. L. Hodge; Mrs. C. S. Moore; Miss Ethel Struthers; Miss Curie; Master Lawrence Overing; Mrs. Ethel Paquette; Mrs. C. H. Hibbard; Miss Mamie Currie; Rev. R. Y. Overing; Miss Alice McKinney; Mr. G. W. Currigan; Miss Hazel Dyke; Miss Miriam Blinn; Edith Boffin; Rev. Rural Dean Robinson,,,,Y,"Both Conundrum Event and Conundrum Tea referenced in newspaper (2 events that follow ione another); Conundrum tea given by ""the young ladies of the society""",BAnQ,,,,,"Stanbridge East, Quebec, Canada",,,,,,,,,,,
70,,The citizen,1911-02-15,,,,,,,,,,,,,Chronicling America,70.0,"internal-pdf://1687926642/The citizen, February 22, 1911.pdf",Contains eBOF; same event is referenced in the issue from February 15,League room,"Honesdale, Pennsylvania",6705.0, Newspaper Article,Mrs. James Stevenson’s Sunday school class,Mrs. James Stevenson’s Sunday school class,22-Feb-11,,,,,,
252,R_311,The Newark Courier,1911-02-16,21-Feb-11,U.S.,NY,Newark,,"Residence of George Shirley, 51 West Miller street",George Shirley,10 cents,,,n,"""A prize will be given for the best conundrum""",,,,,,"Newark, NY, U.S.",,,,,,,,,,,
116,R_175,Poughkeepsie Eagle,1911-03-21,21-Mar-11,U.S.,NY,Schultzville,,Church hall,,,,,n,,,,,,,"Schultzville, NY, U.S.",,,,,,,,,,,
12,,Peth Amboy evening news,1911-04-17,,,,,,,,,,,,,Chronicling America,12.0,"internal-pdf://2886756947/Perth Amboy evening news, March 28, 1911.pdf",Same event is referenced in the issue from April 17,,"Matawan, New Jersey",6628.0, Newspaper Article,Christian Endeavor society of the First Baptist church,Christian Endeavor society of the First Baptist church,21-Apr-11,,,,,,
490,,Williston graphic,1911-04-20,,,,,,,,,,,,,Chronicling America,490.0,"internal-pdf://3473731291/Williston graphic, April 20, 1911.pdf",,Rose Hill school,"Williston, North Dakota",6414.0, Newspaper Article,,,21-Apr-11,,,,,,
470,,Vernon County Censor,1911-04-26,,,,,,,,,,,,,Chronicling America,470.0,"internal-pdf://4225590928/Vernon County Censor, April 26, 1911.pdf",,Parlors of the Christian Church,"Virogua, Wisconsin",6440.0, Newspaper Article,Philathean society,Philathean society,4-May-11,,,,,,
160,,The Calumet news,1911-05-13,,,,,,,,,,,,,Chronicling America,160.0,"internal-pdf://0076065811/The Calumet news, May 13, 1911.pdf",,Swedish Lutheran church,"Calumet, Michigan",6570.0, Newspaper Article,Young People’s society,Young People’s society,13-May-11,,,,,,
15,R_18,Sherbrooke Daily Record,1911-05-15,23-May-11,Canada,Quebec,Waterville,Willing Workers,"Congregational Church, basement",,,,,n,,BAnQ,,,,,"Waterville, Quebec, Canada",,,,,,,,,,,
31,,The Barre Daily Times,1911-05-16,,,,,,,,,,,,,Chronicling America,31.0,"internal-pdf://1505193511/The Barre Daily Times, May 16, 1911.pdf",Also mentioned on May 08.,Town Hall,"Barre, Vermont",6322.0, Newspaper Article,The girls of the senior class in the village school,The girls of the senior class in the village school,13-May-11,,,,,,
16,R_19,Sherbrooke Daily Record,1911-05-18,16-May-11,Canada,Quebec,Waterville,Willing Workers,"Congregational Church, lecture room",,,,,n,,BAnQ,,,,,"Waterville, Quebec, Canada",,,,,,,,,,,
23,R_26,Sherbrooke Daily Record,1911-05-18,16-May-11,Canada,Quebec,Waterville,Willing Workers,"Congregational Church, lecture room",,,,"""not well attended"" but ""was quite a success""",n,References same event as R_19,BAnQ,,,,,"Waterville, Quebec, Canada",,,,,,,,,,,
8,,The Brattleboro Reformer,1911-09-08,,,,,,,,,,,,,Chronicling America,8.0,"internal-pdf://4013483725/The Brattleboro Reformer, September 08, 1911.pdf",,Grange,"Brattleboro, Vermont",6649.0, Newspaper Article,,,,,,,,,12-Sep-11
43,,The Marion Daily Mirror,1911-09-27,,,,,,,,,,,,,Chronicling America,43.0,"internal-pdf://0238962593/The Marion Daily Mirror, September 27, 1911.pdf",,Home of Miss Ethel Cooke on South State street,"Marion, Ohio",6589.0, Newspaper Article,Luther League of the Lutheran Church,Luther League of the Lutheran Church,,,,,,,26-Sep-11
402,,St Johnsbury Caledonian,1911-09-27,,,,,,,,,,,,,Chronicling America,402.0,"internal-pdf://3456866949/St Johnsbury Caledonian, September 27, 1911.pdf",Menu included,Home of Mr and Mrs OB Exley,"St. Johnsbury, Vermont",6105.0, Newspaper Article,Ladies of the Village Improvement Society,Ladies of the Village Improvement Society,22-Sep-11,,,,,,
138,,Evening journal,1911-10-03,,,,,,,,,,,,,Chronicling America,138.0,"internal-pdf://3455528522/Evening journal, October 03, 1911.pdf","Same event is referenced in the issues from September 19, September 26, October 21, October 24, and probably October 10",Newport,"Newport, Delaware",6066.0, Newspaper Article,Delaware Grange,Delaware Grange,21-Oct-11,,,,,,
211,,The Lake County times,1911-10-05,,,,,,,,,,,,,Chronicling America,211.0,"internal-pdf://2953234484/The Lake County times, October 05, 1911.pdf",Same event is referenced in the issue from October 3,Church social rooms,"Hammond, Indiana",6538.0, Newspaper Article,Deborah Aid society of the First Christian church,Deborah Aid society of the First Christian church,5-Oct-11,,,,,,
190,R_249,The County Review Riverhead,1911-10-20,21-Oct-11,U.S.,NY,East Marion,The Church Social Society,Church chapel,Mrs. Lottie Brown,,,,n,,,,,,,"East Marion, NY, U.S.",,,,,,,,,,,
248,,Newark post,1911-10-25,,,,,,,,,,,,,Chronicling America,248.0,"internal-pdf://3182432943/Newark post, October 25, 1911.pdf",Same event is referenced elsewhere in the same newspaper and in the issue from October 04,The Hall,"Newark, Delaware",6063.0, Newspaper Article,The grange,The grange,12-Oct-11,,,,,,
191,R_250,The County Review Riverhead,1911-10-27,21-Oct-11,U.S.,NY,East Marion,The Church Social Society,Church chapel,Mrs. Lottie Brown,,,,n,References the same event as R_249,,,,,,"East Marion, NY, U.S.",,,,,,,,,,,
193,,The Redwood gazette,1911-11-07,,,,,,,,,,,,,Chronicling America,193.0,"internal-pdf://2379086066/The Redwood gazette, November 07, 1911.pdf",Same event is referenced twice in the issue from November 14,Presbyterian church basement,"Redwood Falls, Minnesota",6607.0, Newspaper Article,Up Streamer class of Young Men in the Sunday School,Up Streamer class of Young Men in the Sunday School,10-Nov-11,,,,,,
29,,The Forest Republican,1911-11-15,,,,,,,,,,,,,Chronicling America,29.0,"internal-pdf://1722060045/The Forest Republican, November 15, 1911.pdf",,,"Tionesta, Pennsylvania",6641.0, Newspaper Article,Y.W.C.T.U,Y.W.C.T.U,,,,,,,11-Nov-11
206,,The L’Anse sentinel,1911-11-18,,,,,,,,,,,,,Chronicling America,206.0,"internal-pdf://2407636602/The L'Anse sentinel, November 18, 1911.pdf",,L’Anse Town Hall,"L’Anse, Michigan",6258.0, Newspaper Article,Ladies of the Sacred Heart,Ladies of the Sacred Heart,23-Nov-11,,,,,,
227,R_286,The Journal and Republican and Lowville Times,1911-11-30,1-Dec-11,U.S.,NY,Beaver Falls,The Junior League of the Methodist church,Church,,,,,n,"""On the European plan""",,,,,,"Beaver Falls, NY, U.S.",,,,,,,,,,,
7,,The Bennington Evening Banner,1911-12-07,,,,,,,,,,,,,Chronicling America,7.0,"internal-pdf://4089174004/The Bennington Evening Banner, December 07, 19.pdf",,,"Bennington, Vermont",6648.0, Newspaper Article,The Ladies’  Aid Society of the M.E. Church,The Ladies’  Aid Society of the M.E. Church,,,,,,,1-Dec-11
23,,The Athena Press,1911-12-08,,,,,,,,,,,,,Chronicling America,23.0,"internal-pdf://0631704563/The Athena Press, December 08, 1911.pdf",Also mentioned December 22.,McEwen Building,"Athena, Oregon",5962.0, Newspaper Article,Ladies of the Christian Church,Ladies of the Christian Church,16-Dec-11,,,,,,
22,,The Athena Press,1911-12-15,,,,,,,,,,,,,Chronicling America,22.0,"internal-pdf://2040651430/The Athena Press, December 15, 1911.pdf",,McEwen Building,"Athena, Oregon",5954.0, Newspaper Article,Ladies of the Christian Church,Ladies of the Christian Church,16-Dec-11,,,,,,
315,,Oxford Democrat,1911-12-19,,,,,,,,,,,,,Chronicling America,315.0,"internal-pdf://2550207928/Oxford Democrat, December 19, 1911.pdf",,,"Oxford, Maine",6214.0, Newspaper Article,Ladies of the Relief Corps,Ladies of the Relief Corps,8-Dec-11,,,,,,
67,R_126,Courier and Freeman,1911-12-20,15-Dec-11,U.S.,NY,Potsdam,,The Forget-me-not Birthday Club,Mrs. Benj. Thompson; Mrs. Benson,,,,n,The sitting arrangment of this supper was through playing with conundrum cards. This is the second reference to a CS on the same newspaper as R_125,,,,,,"Potsdam, NY, U.S.",,,,,,,,,,,
136,R_195,St. Lawrence Republican and Ogdensburgh Weekly Journal,1911-12-20,15-Dec-11,U.S.,NY,Simpson,Professor L.K. Russel,"Residence of Prof. L.K. Russel of the Tech, lawrence ave",Professor L.K. Russel,,,,y,"Chemistry eBOF, references the same event as R_125",,,,,,"Simpson, NY, U.S.",,,,,,,,,,,
66,R_125,Courier and Freeman,1911-12-20,15-Dec-11,U.S.,NY,Potsdam,Professor L.K. Russel,"Residence of Prof. L.K. Russel of the Tech, lawrence ave",Professor L.K. Russel,,,,y,"Not a classical CS but a chemistry one, using conundrums from chemistry to describe menus. This newspaper has two references to CS events",,,,,,"Potsdam, NY, U.S.",,,,,,,,,,,
260,R_319,The Ogdensburg Advance and St. Lawrence Weekly Democrat,1911-12-21,15-Dec-11,U.S.,NY,Potsdam,Professor L.K. Russel,"Residence of Prof. L.K. Russel of the Tech, lawrence ave",Professor L.K. Russel,,,,y,"Not a classical CS but a chemistry one, using conundrums from chemistry to describe menus. References the same event as R_125, R_195",,,,,,"Potsdam, NY, U.S.",,,,,,,,,,,
39,,The Bottineau courant,1911-12-22,,,,,,,,,,,,,Chronicling America,39.0,"internal-pdf://0719885374/The Bottineau courant, December 22, 1911.pdf",,,"Bottineau, North Dakota",6679.0, Newspaper Article,Pupils of the High School,Pupils of the High School,20-Dec-11,,,,,,
419,,St. Johnsbury Caledonian,1912-01-03,,,,,,,,,,,,,Chronicling America,419.0,"internal-pdf://0501772888/St. Johnsbury Caledonia, January 03, 1912.pdf",,Church vestry,"St. Johnsbury, Vermont",6106.0, Newspaper Article,C.E. Societies,C.E. Societies,4-Jan-12,,,,,,
226,R_285,The Journal and Republican and Lowville Times,1912-01-11,12-Jan-12,U.S.,NY,Greig,(For the Trinity Chapel),Grange Hall,,,,,n,,,,,,,"Greig, NY, U.S.",,,,,,,,,,,
303,R_362,Tri-states Union Port Jervis,1912-02-29,23-Feb-12,U.S.,NY,Montague,The Ladies' Aid of the M.E. Church,Residence of Mrs. Jas. A. Rundle,Mrs. Jas. A. Rundle,,,,n,,,,,,,"Montague, NY, U.S.",,,,,,,,,,,
83,,The Citizen,1912-03-01,,,,,,,,,,,,,Chronicling America,83.0,"internal-pdf://2499606129/The Citizen, March 01, 1912.pdf",,High school building,"Honesdale, Pennsylvania",5969.0, Newspaper Article,Sterling High School Graduating Class,Sterling High School Graduating Class,1-Mar-12,,,,,,
117,,Aberdeen herald,1912-03-07,,,,,,,,,,,,,Chronicling America,117.0,"internal-pdf://2426206498/Aberdeen herald, March 07, 1912.pdf",,First Presbyterian church,"Aberdeen, Washington",6818.0, Newspaper Article,Young Ladies of Mrs. A.M. Wheeler’s Sunday school,Young Ladies of Mrs. A.M. Wheeler’s Sunday school,5-Mar-12,,,,,,
186,R_245,The County Review Riverhead,1912-03-22,26-Mar-12,U.S.,NY,South Jamesport,The V.I. Society,Great Meadow club,,,,,y,"Interesting that the eBOF is 'localized': ""The Pride of Jamesport"" is the first item on the menu",,,,,,"South Jamesport, NY, U.S.",,,,,,,,,,,
217,R_276,The Freeman's Journal Cooperstown,1912-03-27,22-Mar-12,U.S.,NY,Portlandville,The Ladies of the Christian Church,Church parlor,Carl Seeber; Slcia Strange; Dorothy Whitney; Blanch Tucker;,,8$ USD,,n,,,,,,,"Portlandville, NY, U.S.",,,,,,,,,,,
4,,Democratic messenger,1912-03-30,,,,,,,,,,,,,Chronicling America,4.0,"internal-pdf://3422857384/Democratic messenger, March 30, 1912.pdf",,Residence of Mrs. B.F. Johnson,"Snow Hill, Maryland",6565.0, Newspaper Article,Aid society of Nassawango M.P. church,Aid society of Nassawango M.P. church,6-Apr-12,,,,,,
452,,The Tacoma Times,1912-04-18,,,,,,,,,,,,,Chronicling America,452.0,"internal-pdf://3823058871/The Newport Miner, April 18, 1912.pdf",,Church Parlors,"Tacoma, Washington",6395.0, Newspaper Article,Epworth League of the Swedish M.E. Church,Epworth League of the Swedish M.E. Church,19-Apr-12,,,,,,
42,,Ottumwa tri-weekly courier,1912-05-04,,,,,,,,,,,,,Chronicling America,42.0,"internal-pdf://2639189043/Ottumwa tri-weekly courier, May 04, 1912.pdf","Interestingly written by a 14 year old, suggesting that kids also had CSs",At Miss Osa Redshaw’s school,"Ottumwa, Iowa",6543.0, Newspaper Article,,,3-Feb-12,,,,,,
103,,The Lynden tribune,1912-06-20,,,,,,,,,,,,,Chronicling America,103.0,"internal-pdf://1469262009/The Lynden tribune, June 20, 1912.pdf",,Hoffman hall,"Lynden, Washington",6804.0, Newspaper Article,"Delta Grange, No. 181","Delta Grange, No. 181",22-Jun-12,,,,,,
123,,Norwich bulletin,1912-09-14,,,,,,,,,,,,,Chronicling America,123.0,"internal-pdf://1374344035/Norwich bulletin, September 14, 1912.pdf",,,"Norwich, Connecticut",6462.0, Newspaper Article,,,11-Mar-13,,,,,,
240,,Perth Amboy evening news,1912-09-20,,,,,,,,,,,,,Chronicling America,240.0,"internal-pdf://0552910249/Perth Amboy evening news, September 20, 1912.pdf",,Forester’s hall,"Perth Amboy, New Jersey",6629.0, Newspaper Article,Laday Maccabees,Laday Maccabees,20-Sep-12,,,,,,
73,,The Caldwell tribune,1912-12-06,,,,,,,,,,,,,Chronicling America,73.0,"internal-pdf://4098439585/The Caldwell tribune, December 06, 1912.pdf",,Fairview school house,"Dixie, Idaho",6085.0, Newspaper Article,,,4-Dec-12,,,,,,
